method,mae,rmse,retention,long_hallucination,short_recovery,movement_preservation,stable_preservation,unstable_repair_gain,unstable_repair_score,plausibility_score,long_gap_conservatism,local_action_score,bootstrap_replicates,mae_ci_low,mae_ci_high,rmse_ci_low,rmse_ci_high,retention_ci_low,retention_ci_high,long_hallucination_ci_low,long_hallucination_ci_high,short_recovery_ci_low,short_recovery_ci_high,movement_preservation_ci_low,movement_preservation_ci_high,stable_preservation_ci_low,stable_preservation_ci_high,unstable_repair_gain_ci_low,unstable_repair_gain_ci_high,unstable_repair_score_ci_low,unstable_repair_score_ci_high,plausibility_score_ci_low,plausibility_score_ci_high,long_gap_conservatism_ci_low,long_gap_conservatism_ci_high,local_action_score_ci_low,local_action_score_ci_high
Pointwise-D,3.5662296802779223,22.703464361734014,0.94487212098199,0.0,1.0,0.9035180295921329,0.9813778471307781,0.5226997685237194,0.5233181581461417,0.985566621467244,1.0,0.8816428069738105,2000,3.1538227908471583,4.097797576094693,20.425405084108537,25.36754394531363,0.9448364296655578,0.9449016330204449,0.0,0.0,1.0,1.0,0.8824103127999688,0.9214735507103594,0.9541178021688358,0.9975692328378436,0.5083875523379345,0.5352738772398624,0.5090629447201723,0.5358060671029659,0.9623571874242488,0.9996891366472312,1.0,1.0,0.873712758380762,0.8878194880261908
STRATUS-D,4.849230764360034,32.4560027826044,0.94487212098199,0.0,1.0,0.873708512802201,0.9808352977331947,0.3494361788904697,0.34957997605168006,0.9851124859973734,1.0,0.8408247573174151,2000,4.412361919959876,5.329049172830531,30.28434059192913,34.689686347163985,0.9448364296655577,0.9449016330204449,0.0,0.0,1.0,1.0,0.834469685635667,0.8984912167671395,0.9527581612964979,0.9974236341776425,0.33188896998115086,0.36532473330458975,0.3321831281748133,0.3653793814881403,0.960988571956966,0.9996747158851083,1.0,1.0,0.8340857819013392,0.8469994003568652
