dataset,participant_id,case_segment,corruption,severity,seed,method,mae,rmse,retention,long_hallucination,short_recovery,movement_preservation,stable_preservation,unstable_repair_gain,unstable_repair_score,plausibility_score,long_safety,Q_local
Autism,17,Autism__17__seg4,long_gap,medium,0,Hybrid-P,3.611579149638332,11.788046228255622,0.8762376237623762,0.0,,0.8423240962474446,0.8821548821548821,,,1.0,1.0,0.9081596594674424
Autism,17,Autism__17__seg4,long_gap,medium,0,STRATUS-H,2.9682670266251714,10.50553876693967,0.8762376237623762,0.0,,0.8432774508482036,0.9393939393939394,,,1.0,1.0,0.9275571300807144
Autism,17,Autism__17__seg4,jitter,medium,0,Pointwise-D,0.9921939342396576,8.117337992566673,1.0,,,0.9318771548207307,0.9970326409495548,0.0,0.0,1.0,,0.6429699319234286
Autism,17,Autism__17__seg4,jitter,medium,0,STRATUS-D,0.6443203479452105,6.568937315654792,1.0,,,0.9589137487482068,0.9970326409495548,0.0,0.0,1.0,,0.651982129899254
Autism,17,Autism__17__seg4,jitter,medium,0,Hybrid-P,3.55156381412536,11.690191130203566,1.0,,,0.8440330616823837,0.8902077151335311,0.0,0.0,1.0,,0.5780802589386383
Autism,17,Autism__17__seg4,jitter,medium,0,STRATUS-H,3.784796963664504,11.046728440858017,1.0,,,0.8203231584202335,0.8813056379821959,0.0,0.0,1.0,,0.5672095988008098
Autism,17,Autism__17__seg4,spike,medium,0,Pointwise-D,2.128046303969592,21.202044007495196,1.0,,,0.9720442234598152,0.9970414201183432,0.670500889514372,0.670500889514372,1.0,,0.8798621776975102
Autism,17,Autism__17__seg4,spike,medium,0,STRATUS-D,5.905979101461626,51.0194163798957,1.0,,,0.9720442234598152,0.9970414201183432,0.0,0.0,1.0,,0.6563618811927195
Autism,17,Autism__17__seg4,spike,medium,0,Hybrid-P,3.742238586486313,11.713045217699849,1.0,,,0.8379574938170823,0.8875739644970414,0.9668855501813256,0.9668855501813256,1.0,,0.8974723361651499
Autism,17,Autism__17__seg4,spike,medium,0,STRATUS-H,3.978528657750232,11.478950074612468,1.0,,,0.7878534686695328,0.8994082840236687,0.9668855501813256,0.9668855501813256,1.0,,0.8847157676248424
Autism,17,Autism__17__seg4,mixed,medium,0,Pointwise-D,1.4037126812776528,5.901016392271098,0.8391089108910891,0.0,1.0,0.9891455867158928,1.0,0.951902944707687,0.951902944707687,1.0,1.0,0.9882097062847158
Autism,17,Autism__17__seg4,mixed,medium,0,STRATUS-D,1.324156339094762,5.716326769501242,0.8391089108910891,0.0,1.0,0.9956249112633546,1.0,0.951902944707687,0.951902944707687,1.0,1.0,0.9895055711942085
Autism,17,Autism__17__seg4,mixed,medium,0,Hybrid-P,3.668504281905674,10.88098520757488,0.8391089108910891,0.0,1.0,0.8801925900788657,0.8909774436090225,0.9537588359405552,0.9537588359405552,1.0,1.0,0.9449857739256888
Autism,17,Autism__17__seg4,mixed,medium,0,STRATUS-H,3.174405410964644,9.113395258625108,0.8391089108910891,0.0,1.0,0.8904703851700574,0.9323308270676692,0.951902944707687,0.951902944707687,1.0,1.0,0.9549408313890826
Autism,17,Autism__17__seg4,short_gap,high,0,Pointwise-D,0.9270952630102016,7.48266092855,1.0,,1.0,0.9411570155263014,0.996969696969697,,,1.0,,0.9793755708319994
Autism,17,Autism__17__seg4,short_gap,high,0,STRATUS-D,0.7395192341638673,6.605367509859849,1.0,,1.0,0.9589137487482068,0.996969696969697,,,1.0,,0.985294481905968
Autism,17,Autism__17__seg4,short_gap,high,0,Hybrid-P,3.651777242923935,11.720171831130894,1.0,,1.0,0.8439022438258738,0.8878787878787879,,,1.0,,0.9105936772348872
Autism,17,Autism__17__seg4,short_gap,high,0,STRATUS-H,3.87999584988316,11.06843040947412,1.0,,1.0,0.8203231584202335,0.8787878787878788,,,1.0,,0.8997036790693708
Autism,17,Autism__17__seg4,long_gap,high,0,Pointwise-D,0.8707659781048224,8.139817218343193,0.8193069306930693,0.0,,0.934358479256422,0.9963503649635036,,,1.0,1.0,0.9769029480733086
Autism,17,Autism__17__seg4,long_gap,high,0,STRATUS-D,0.641821217821079,7.153426801854232,0.8193069306930693,0.0,,0.9541667704664792,0.9963503649635036,,,1.0,1.0,0.9835057118099942
Autism,17,Autism__17__seg4,long_gap,high,0,Hybrid-P,3.920888119328201,12.274937463473403,0.8193069306930693,0.0,,0.8379678944678226,0.8722627737226277,,,1.0,1.0,0.90341022273015
Autism,17,Autism__17__seg4,long_gap,high,0,STRATUS-H,3.1745212308921773,10.864405427695589,0.8193069306930693,0.0,,0.8432774508482036,0.9343065693430656,,,1.0,1.0,0.9258613400637564
Autism,17,Autism__17__seg4,jitter,high,0,Pointwise-D,1.0659545474258325,8.180663908651836,1.0,,,0.9318771548207307,0.9970238095238096,0.0,0.0,1.0,,0.6429669881148468
Autism,17,Autism__17__seg4,jitter,high,0,STRATUS-D,0.7180809611313856,6.647031168706399,1.0,,,0.9589137487482068,0.9970238095238096,0.0,0.0,1.0,,0.6519791860906722
Autism,17,Autism__17__seg4,jitter,high,0,Hybrid-P,3.625324427311535,11.734251342179546,1.0,,,0.8440330616823837,0.8898809523809523,0.0,0.0,1.0,,0.577971338021112
Autism,17,Autism__17__seg4,jitter,high,0,STRATUS-H,3.858557576850678,11.093344633013697,1.0,,,0.8203231584202335,0.8809523809523809,0.0,0.0,1.0,,0.5670918464575382
Autism,17,Autism__17__seg4,spike,high,0,Pointwise-D,0.5837055745306082,4.395368941392031,1.0,,,0.9744830436272336,1.0,0.9835500226010964,0.9835500226010964,1.0,,0.98601102207611
Autism,17,Autism__17__seg4,spike,high,0,STRATUS-D,2.1184940205831477,31.58771186392301,1.0,,,0.9744830436272336,1.0,0.9048444765230648,0.9048444765230648,1.0,,0.9597758400500994
Autism,17,Autism__17__seg4,spike,high,0,Hybrid-P,4.269231434857016,17.285590343340008,1.0,,,0.8344306786619025,0.8925373134328358,0.9835500226010964,0.9835500226010964,1.0,,0.9035060048986115
Autism,17,Autism__17__seg4,spike,high,0,STRATUS-H,4.492266975266351,16.860868797707663,1.0,,,0.8142290749810914,0.8805970149253731,0.9835500226010964,0.9835500226010964,1.0,,0.8927920375025202
Autism,17,Autism__17__seg4,mixed,high,0,Pointwise-D,1.9233662775671556,6.691643639768319,0.7896039603960396,0.0,1.0,1.0,0.9957264957264956,0.964734761008358,0.964734761008358,1.0,1.0,0.9920922513469708
Autism,17,Autism__17__seg4,mixed,high,0,STRATUS-D,3.3574121729804007,26.888893780779743,0.7896039603960396,0.0,1.0,1.0,0.9957264957264956,0.934041422477774,0.934041422477774,1.0,1.0,0.985953583640854
Autism,17,Autism__17__seg4,mixed,high,0,Hybrid-P,4.762365298759817,12.130868040736916,0.7896039603960396,0.0,1.0,0.8626608105647531,0.8632478632478633,0.9690872482173551,0.9690872482173551,1.0,1.0,0.9389991844059944
Autism,17,Autism__17__seg4,mixed,high,0,STRATUS-H,4.027837951349199,10.87985863958662,0.7896039603960396,0.0,1.0,0.8641979363408843,0.935897435897436,0.9699804678125582,0.9699804678125582,1.0,1.0,0.9540151680101756
Autism,17,Autism__17__seg4,short_gap,low,1,Pointwise-D,8.716578888637532,59.50297179863129,1.0,,1.0,0.94566762897582,0.9970414201183432,,,1.0,,0.9809030163647212
Autism,17,Autism__17__seg4,short_gap,low,1,STRATUS-D,8.529002859791197,59.3990262398078,1.0,,1.0,0.966238105505532,0.9970414201183432,,,1.0,,0.9877598418746252
Autism,17,Autism__17__seg4,short_gap,low,1,Hybrid-P,11.41680744000783,60.17528763482839,1.0,,1.0,0.8330018039242789,0.8875739644970414,,,1.0,,0.9068585894737736
Autism,17,Autism__17__seg4,short_gap,low,1,STRATUS-H,11.354211728773588,59.98568669266687,1.0,,1.0,0.8331407308172322,0.893491124260355,,,1.0,,0.9088772850258624
Autism,17,Autism__17__seg4,long_gap,low,1,Pointwise-D,0.5000054034994887,6.686899896414658,0.900990099009901,0.0,,0.9557907327210996,0.9968354430379748,,,1.0,1.0,0.9842087252530248
Autism,17,Autism__17__seg4,long_gap,low,1,STRATUS-D,0.2918166242304804,5.567506349572268,0.900990099009901,0.0,,0.981045919269761,0.9968354430379748,,,1.0,1.0,0.9926271207692452
Autism,17,Autism__17__seg4,long_gap,low,1,Hybrid-P,3.116625300180289,10.676327701759496,0.900990099009901,0.0,,0.8529558556851963,0.8860759493670886,,,1.0,1.0,0.9130106016840948
Autism,17,Autism__17__seg4,long_gap,low,1,STRATUS-H,3.2116865167151496,10.095444586641568,0.900990099009901,0.0,,0.8347535559319591,0.8892405063291139,,,1.0,1.0,0.907998020753691
Autism,17,Autism__17__seg4,jitter,low,1,Pointwise-D,1.11055505614275,8.259793857615298,1.0,,,0.9349172756052216,0.9970326409495548,-0.5196547860634348,0.0,1.0,,0.6439833055182588
Autism,17,Autism__17__seg4,jitter,low,1,STRATUS-D,0.7626814698483028,6.744179412036356,1.0,,,0.966238105505532,0.9970326409495548,-0.5196547860634348,0.0,1.0,,0.6544235821516956
Autism,17,Autism__17__seg4,jitter,low,1,Hybrid-P,3.7966340415028497,11.928592689782048,1.0,,,0.8286295311345859,0.887240356083086,-0.9249076359686936,0.0,1.0,,0.5719566290725573
Autism,17,Autism__17__seg4,jitter,low,1,STRATUS-H,4.175914515515532,11.484175008039989,1.0,,,0.7925043423988569,0.8724035608308606,-0.7356909292488409,0.0,1.0,,0.5549693010765725
Autism,17,Autism__17__seg4,spike,low,1,Pointwise-D,0.6002774233538662,6.531900021933488,1.0,,,0.9586503282367704,0.9970588235294118,0.9537447324910916,0.9537447324910916,1.0,,0.9698179614190912
Autism,17,Autism__17__seg4,spike,low,1,STRATUS-D,0.5871120768192127,6.52653767715978,1.0,,,0.9589137487482068,0.9970588235294118,0.9537447324910916,0.9537447324910916,1.0,,0.9699057682562368
Autism,17,Autism__17__seg4,spike,low,1,Hybrid-P,3.512386978642927,11.672046900792807,1.0,,,0.8440330616823837,0.888235294117647,0.9537447324910916,0.9537447324910916,1.0,,0.8953376960970406
Autism,17,Autism__17__seg4,spike,low,1,STRATUS-H,4.03929184357494,12.760534907540675,1.0,,,0.8203231584202335,0.8823529411764706,0.718402130343452,0.718402130343452,1.0,,0.8070260766467188
