transition_strength,Q_local,mae,rmse
1.0,0.9192957221460014,3.900752912376452,16.421966999817474
0.75,0.918295896006294,3.932032762847177,16.44517582393452
0.5,0.917891436918523,3.9558457424287967,16.439645988081697
0.1,0.917275102952964,4.00440982146715,16.422883040143578
0.25,0.9169989260297092,4.000976836234191,16.450765302584593
0.0,0.9155100109420156,4.0370446806078695,16.423325669740045
