dataset,participant_id,case_segment,corruption,severity,seed,method,mae,rmse,retention,long_hallucination,short_recovery,movement_preservation,stable_preservation,unstable_repair_gain,unstable_repair_score,plausibility_score,long_safety,Q_local
Autism,17,Autism__17__seg4,jitter,low,9,STRATUS-D,1.3278551398428369,7.2423691947416655,1.0,,,0.9484043889257096,0.997005988023952,0.0,0.0,1.0,,0.6484701256498873
Autism,17,Autism__17__seg4,jitter,low,9,Hybrid-P,3.965707611709414,11.478337032331734,1.0,,,0.8575131814696799,0.8712574850299402,0.0286900975064061,0.0286900975064061,1.0,,0.5858202546686754
Autism,17,Autism__17__seg4,jitter,low,9,STRATUS-H,3.668222757185087,10.640978667779624,1.0,,,0.8614170583289413,0.9041916167664672,0.0,0.0,1.0,,0.5885362250318028
Autism,17,Autism__17__seg4,spike,low,9,Pointwise-D,2.7336818246418653,29.707462859976086,1.0,,,0.956967037933701,0.9972144846796658,0.7540649321369132,0.7540649321369132,1.0,,0.9027488182500932
Autism,17,Autism__17__seg4,spike,low,9,STRATUS-D,6.0131036131094815,57.6909634916146,1.0,,,0.9063292267761792,0.9972144846796658,0.4249505723082946,0.4249505723082946,1.0,,0.7761647612547131
Autism,17,Autism__17__seg4,spike,low,9,Hybrid-P,5.583612107604714,23.83950650576613,1.0,,,0.7975522444505132,0.8579387186629527,0.9479422262634736,0.9479422262634736,1.0,,0.8678110631256465
Autism,17,Autism__17__seg4,spike,low,9,STRATUS-H,4.783755936558237,23.06549604791133,1.0,,,0.8194730251774652,0.9025069637883008,0.9479422262634736,0.9479422262634736,1.0,,0.8899740717430799
Autism,17,Autism__17__seg4,mixed,low,9,Pointwise-D,3.1745799596960764,17.777952571209536,0.9207920792079208,0.0,1.0,0.9644916217949728,0.9965277777777778,0.5752346161763537,0.5752346161763537,1.0,1.0,0.9072508031498208
Autism,17,Autism__17__seg4,mixed,low,9,STRATUS-D,6.077877083662769,47.45302185075444,0.9207920792079208,0.0,1.0,0.9644916217949728,0.9965277777777778,0.0795059329513226,0.0795059329513226,1.0,1.0,0.8081050665048146
Autism,17,Autism__17__seg4,mixed,low,9,Hybrid-P,6.9196727883029325,22.23612961544464,0.9207920792079208,0.0,1.0,0.8067930431824917,0.8298611111111112,0.7156591744270868,0.7156591744270868,1.0,1.0,0.8704626657441379
Autism,17,Autism__17__seg4,mixed,low,9,STRATUS-H,5.898135792729138,15.705737650688672,0.9207920792079208,0.0,1.0,0.8409133656209683,0.84375,0.741246340465812,0.741246340465812,1.0,1.0,0.885181941217356
Autism,17,Autism__17__seg4,short_gap,medium,9,Pointwise-D,8.131351080646398,44.86589650860417,1.0,,1.0,0.9267398912227144,0.9971428571428572,,,1.0,,0.9746275827885236
Autism,17,Autism__17__seg4,short_gap,medium,9,STRATUS-D,7.9569403983347184,44.72873079726936,1.0,,1.0,0.9486171792283,0.9971428571428572,,,1.0,,0.9819200121237188
Autism,17,Autism__17__seg4,short_gap,medium,9,Hybrid-P,10.607657379770147,45.58112666251654,1.0,,1.0,0.8733917791434382,0.8685714285714285,,,1.0,,0.9139877359049556
Autism,17,Autism__17__seg4,short_gap,medium,9,STRATUS-H,10.879050957114108,45.52311406769549,1.0,,1.0,0.8670344268560315,0.8571428571428571,,,1.0,,0.9080590946662962
Autism,17,Autism__17__seg4,long_gap,medium,9,Pointwise-D,0.8234958250077034,7.915796622522771,0.8663366336633663,0.0,,0.9342082432234672,0.9967637540453076,,,1.0,1.0,0.9769906657562584
Autism,17,Autism__17__seg4,long_gap,medium,9,STRATUS-D,0.6069794945679348,6.956553224558434,0.8663366336633663,0.0,,0.9540618703589768,0.9967637540453076,,,1.0,1.0,0.9836085414680948
Autism,17,Autism__17__seg4,long_gap,medium,9,Hybrid-P,4.058148619998207,12.588818395131453,0.8663366336633663,0.0,,0.8566769009997527,0.8543689320388349,,,1.0,1.0,0.903681944346196
Autism,17,Autism__17__seg4,long_gap,medium,9,STRATUS-H,4.824084891864229,12.779724969035916,0.8663366336633663,0.0,,0.8304526551655359,0.8187702265372169,,,1.0,1.0,0.8830742939009175
Autism,17,Autism__17__seg4,jitter,medium,9,Pointwise-D,2.2062988022406094,9.815139031981396,1.0,,,0.9261057008401816,0.997005988023952,-0.0949552412186889,0.0,1.0,,0.6410372296213779
Autism,17,Autism__17__seg4,jitter,medium,9,STRATUS-D,1.889259737314149,8.505729836085735,1.0,,,0.9484043889257096,0.997005988023952,0.0,0.0,1.0,,0.6484701256498873
Autism,17,Autism__17__seg4,jitter,medium,9,Hybrid-P,4.274216281853865,12.3223526042436,1.0,,,0.8575131814696799,0.8712574850299402,0.2356015828637397,0.2356015828637397,1.0,,0.6547907497877866
Autism,17,Autism__17__seg4,jitter,medium,9,STRATUS-H,3.422302183131627,10.455050154596751,1.0,,,0.8632197888490706,0.9221556886227544,0.3975442200107087,0.3975442200107087,1.0,,0.7276398991608447
Autism,17,Autism__17__seg4,spike,medium,9,Pointwise-D,6.027098048576092,59.57083126162392,1.0,,,0.9114682750645826,0.9971830985915492,0.75052099349751,0.75052099349751,1.0,,0.886390789051214
Autism,17,Autism__17__seg4,spike,medium,9,STRATUS-D,11.432068151348137,98.7889069948559,1.0,,,0.9114682750645826,0.9971830985915492,0.5162682544718591,0.5162682544718591,1.0,,0.8083065427093303
Autism,17,Autism__17__seg4,spike,medium,9,Hybrid-P,5.856802164161005,27.14198813665684,1.0,,,0.9197547863618996,0.8366197183098592,0.9473640708185358,0.9473640708185358,1.0,,0.901246191830098
Autism,17,Autism__17__seg4,spike,medium,9,STRATUS-H,4.964223264441861,26.3838356754652,1.0,,,0.9437634227534876,0.8845070422535212,0.9473640708185358,0.9473640708185358,1.0,,0.925211511941848
Autism,17,Autism__17__seg4,mixed,medium,9,Pointwise-D,15.042974767787246,68.28890506386749,0.8663366336633663,0.0,1.0,0.941819101686124,0.992248062015504,0.7450089242906514,0.7450089242906514,1.0,1.0,0.935815217598456
Autism,17,Autism__17__seg4,mixed,medium,9,STRATUS-D,19.273028401337395,88.74206703135947,0.8663366336633663,0.0,1.0,0.941819101686124,0.992248062015504,0.5697283642229025,0.5697283642229025,1.0,1.0,0.9007591055849062
Autism,17,Autism__17__seg4,mixed,medium,9,Hybrid-P,15.79898384133513,53.1076858041032,0.8663366336633663,0.0,1.0,0.7795053647663527,0.8255813953488372,0.9328503037910368,0.9328503037910368,1.0,1.0,0.9075874127812452
Autism,17,Autism__17__seg4,mixed,medium,9,STRATUS-H,15.736784477840636,52.81904528099755,0.8663366336633663,0.0,1.0,0.7921876209809512,0.8294573643410853,0.9308673820812052,0.9308673820812052,1.0,1.0,0.9105024734806484
Autism,17,Autism__17__seg4,short_gap,high,9,Pointwise-D,9.298091853395835,40.13297079795853,1.0,,1.0,0.9267398912227144,0.9970760233918128,,,1.0,,0.974605304871509
Autism,17,Autism__17__seg4,short_gap,high,9,STRATUS-D,9.123681171084154,39.97957021134175,1.0,,1.0,0.9486171792283,0.9970760233918128,,,1.0,,0.9818977342067042
Autism,17,Autism__17__seg4,short_gap,high,9,Hybrid-P,11.774398152519584,40.930988057624354,1.0,,1.0,0.8733917791434382,0.8654970760233918,,,1.0,,0.9129629517222768
Autism,17,Autism__17__seg4,short_gap,high,9,STRATUS-H,12.045791729863543,40.86637480826293,1.0,,1.0,0.8670344268560315,0.8538011695906432,,,1.0,,0.9069451988155582
Autism,17,Autism__17__seg4,long_gap,high,9,Pointwise-D,0.8895788233107907,8.22727747357293,0.801980198019802,0.0,,0.9342082432234672,0.9964664310954064,,,1.0,1.0,0.9768915581062912
Autism,17,Autism__17__seg4,long_gap,high,9,STRATUS-D,0.6556877256135097,7.230288544209762,0.801980198019802,0.0,,0.9540618703589768,0.9964664310954064,,,1.0,1.0,0.9835094338181276
Autism,17,Autism__17__seg4,long_gap,high,9,Hybrid-P,4.502001236818135,13.307982469527802,0.801980198019802,0.0,,0.8466833167919858,0.8409893992932862,,,1.0,1.0,0.8958909053617573
Autism,17,Autism__17__seg4,long_gap,high,9,STRATUS-H,4.4972044875690935,12.631748446630445,0.801980198019802,0.0,,0.8384197228844263,0.8515901060070671,,,1.0,1.0,0.8966699429638312
Autism,17,Autism__17__seg4,jitter,high,9,Pointwise-D,2.4307257540495746,10.441870153266972,1.0,,,0.9480735886739716,0.997005988023952,0.0565105517081645,0.0565105517081645,1.0,,0.6671967094686962
Autism,17,Autism__17__seg4,jitter,high,9,STRATUS-D,2.2873679283960104,9.743158875754832,1.0,,,0.9484043889257096,0.997005988023952,0.1214439247469519,0.1214439247469519,1.0,,0.6889514338988713
Autism,17,Autism__17__seg4,jitter,high,9,Hybrid-P,4.898428582215645,13.733990867553214,1.0,,,0.8383359458079599,0.8712574850299402,0.2732523520832846,0.2732523520832846,1.0,,0.6609485943070615
Autism,17,Autism__17__seg4,jitter,high,9,STRATUS-H,4.239340086505544,11.808979889064585,1.0,,,0.8355002233369813,0.907185628742515,0.4342234888655908,0.4342234888655908,1.0,,0.7256364469816957
Autism,17,Autism__17__seg4,spike,high,9,Pointwise-D,5.100470395415199,42.04708168180825,1.0,,,0.992874434925462,0.997134670487106,0.8695337666326051,0.8695337666326051,1.0,,0.953180957348391
Autism,17,Autism__17__seg4,spike,high,9,STRATUS-D,9.738944599334667,80.04291822942831,1.0,,,0.992874434925462,0.997134670487106,0.7441055851481111,0.7441055851481111,1.0,,0.9113715635202264
Autism,17,Autism__17__seg4,spike,high,9,Hybrid-P,7.505246440461067,31.146346484647434,1.0,,,0.7466601876435164,0.8538681948424068,0.9783103636821274,0.9783103636821274,1.0,,0.8596129153893503
Autism,17,Autism__17__seg4,spike,high,9,STRATUS-H,6.934645267862348,30.61011021281684,1.0,,,0.7633548634072203,0.8796561604584527,0.9783103636821274,0.9783103636821274,1.0,,0.8737737958492668
Autism,17,Autism__17__seg4,mixed,high,9,Pointwise-D,18.0916263172762,60.921583717971934,0.801980198019802,0.0,1.0,0.9811249895579732,0.9954128440366972,0.8678336935123938,0.8678336935123938,1.0,1.0,0.9688743054214128
Autism,17,Autism__17__seg4,mixed,high,9,STRATUS-D,22.72776027882093,85.67339842583249,0.801980198019802,0.0,1.0,0.9811249895579732,0.9954128440366972,0.7749899514857399,0.7749899514857399,1.0,1.0,0.950305557016082
Autism,17,Autism__17__seg4,mixed,high,9,Hybrid-P,21.648544715086956,56.9127889495305,0.801980198019802,0.0,1.0,0.6762290367926469,0.8211009174311926,0.941445168011528,0.941445168011528,1.0,1.0,0.8877550244470737
Autism,17,Autism__17__seg4,mixed,high,9,STRATUS-H,21.409599032368988,56.4892699574384,0.801980198019802,0.0,1.0,0.6863022133313921,0.8165137614678899,0.9458453326524824,0.9458453326524824,1.0,1.0,0.889732261490353
Autism,18,Autism__18__seg5,short_gap,low,0,Pointwise-D,1.2795872911568325,17.74553577927865,1.0,,1.0,0.944224226482274,0.9971671388101984,,,1.0,,0.980463788430824
Autism,18,Autism__18__seg5,short_gap,low,0,STRATUS-D,1.2795872911568325,17.74553577927865,1.0,,1.0,0.944224226482274,0.9971671388101984,,,1.0,,0.980463788430824
Autism,18,Autism__18__seg5,short_gap,low,0,Hybrid-P,3.275436439158684,22.35630038056756,1.0,,1.0,0.6062929009880972,0.9376770538243626,,,1.0,,0.8479899849374867
Autism,18,Autism__18__seg5,short_gap,low,0,STRATUS-H,3.3021073506826544,22.328241405186706,1.0,,1.0,0.5988280175083389,0.9376770538243626,,,1.0,,0.8455016904442338
Autism,18,Autism__18__seg5,long_gap,low,0,Pointwise-D,1.2446860297593867,18.186834449345213,0.9207920792079208,0.0,,0.8532508036998712,0.9969879518072288,,,1.0,1.0,0.9500795851690332
Autism,18,Autism__18__seg5,long_gap,low,0,STRATUS-D,0.8627236083750461,16.639610364865206,0.9207920792079208,0.0,,0.9440209618778916,0.9969879518072288,,,1.0,1.0,0.9803363045617068
Autism,18,Autism__18__seg5,long_gap,low,0,Hybrid-P,2.740548646416276,21.321678081746438,0.9207920792079208,0.0,,0.6214494701541352,0.9457831325301204,,,1.0,1.0,0.855744200894752
Autism,18,Autism__18__seg5,long_gap,low,0,STRATUS-H,2.686384028651875,21.2707287817928,0.9207920792079208,0.0,,0.6268475324100572,0.9427710843373494,,,1.0,1.0,0.856539538915802
Autism,18,Autism__18__seg5,jitter,low,0,Pointwise-D,2.25941650289647,19.020897484337706,1.0,,,0.8012601232482816,0.996996996996997,0.0,0.0,1.0,,0.5994190400817595
Autism,18,Autism__18__seg5,jitter,low,0,STRATUS-D,1.8701733822158395,17.65245311303158,1.0,,,0.8964791582699642,0.996996996996997,0.0,0.0,1.0,,0.6311587184223204
Autism,18,Autism__18__seg5,jitter,low,0,Hybrid-P,3.052886783073512,20.588995616291893,1.0,,,0.6218868073333195,0.948948948948949,0.2201516874819843,0.2201516874819843,1.0,,0.5969958145880843
Autism,18,Autism__18__seg5,jitter,low,0,STRATUS-H,2.852327955046572,20.506241085848067,1.0,,,0.6398191199641153,0.96996996996997,0.2332323344639231,0.2332323344639231,1.0,,0.6143404747993361
Autism,18,Autism__18__seg5,spike,low,0,Pointwise-D,1.0703503769067282,16.867622447218682,1.0,,,1.0,0.9971988795518208,0.8027816222576712,0.8027816222576712,1.0,,0.9333268339364972
Autism,18,Autism__18__seg5,spike,low,0,STRATUS-D,4.270051626989987,41.25028626714608,1.0,,,1.0,0.9971988795518208,0.2091402926358823,0.2091402926358823,1.0,,0.7354463907292343
Autism,18,Autism__18__seg5,spike,low,0,Hybrid-P,2.619021224780088,20.468805406193475,1.0,,,0.6248246477712094,0.9355742296918768,0.9881528706112732,0.9881528706112732,1.0,,0.8495172493581197
Autism,18,Autism__18__seg5,spike,low,0,STRATUS-H,2.5674921167505054,20.42477125453745,1.0,,,0.6282412067285943,0.9411764705882352,0.9881528706112732,0.9881528706112732,1.0,,0.8525235159760342
Autism,18,Autism__18__seg5,mixed,low,0,Pointwise-D,4.534957269979381,36.81969292903735,0.9207920792079208,0.0,1.0,1.0,0.9965156794425089,0.4541090599906112,0.4541090599906112,1.0,1.0,0.8901249478866241
Autism,18,Autism__18__seg5,mixed,low,0,STRATUS-D,8.216527050485443,63.47322475472705,0.9207920792079208,0.0,1.0,1.0,0.9965156794425089,0.0,0.0,1.0,1.0,0.7993031358885018
Autism,18,Autism__18__seg5,mixed,low,0,Hybrid-P,4.262216481576034,23.447473863117917,0.9207920792079208,0.0,1.0,0.5920905666165744,0.9337979094076656,0.914670488909304,0.914670488909304,1.0,1.0,0.8881117929867088
Autism,18,Autism__18__seg5,mixed,low,0,STRATUS-H,4.172059077577974,23.43963457772988,0.9207920792079208,0.0,1.0,0.597146489744525,0.9651567944250872,0.915196367736647,0.915196367736647,1.0,1.0,0.8954999303812518
Autism,18,Autism__18__seg5,short_gap,medium,0,Pointwise-D,7.819141770322354,42.82222499437528,1.0,,1.0,0.8192022725525862,0.997134670487106,,,1.0,,0.9387789810132308
Autism,18,Autism__18__seg5,short_gap,medium,0,STRATUS-D,7.431162758552614,42.2321933937537,1.0,,1.0,0.932884224409848,0.997134670487106,,,1.0,,0.9766729649656516
Autism,18,Autism__18__seg5,short_gap,medium,0,Hybrid-P,9.155867850070008,44.12654217446333,1.0,,1.0,0.5479509734398236,0.9398280802292264,,,1.0,,0.8292596845563499
Autism,18,Autism__18__seg5,short_gap,medium,0,STRATUS-H,9.128827893874554,44.10729107770706,1.0,,1.0,0.5536178250311318,0.9426934097421203,,,1.0,,0.8321037449244174
Autism,18,Autism__18__seg5,long_gap,medium,0,Pointwise-D,1.3229234373442624,18.749710275178348,0.8663366336633663,0.0,,0.8532508036998712,0.9967741935483873,,,1.0,1.0,0.9500083324160862
Autism,18,Autism__18__seg5,long_gap,medium,0,STRATUS-D,0.9169519494729064,17.154600175310325,0.8663366336633663,0.0,,0.9440209618778916,0.9967741935483873,,,1.0,1.0,0.9802650518087596
Autism,18,Autism__18__seg5,long_gap,medium,0,Hybrid-P,2.912811704191013,21.98157616306665,0.8663366336633663,0.0,,0.6214494701541352,0.9419354838709676,,,1.0,1.0,0.854461651341701
Autism,18,Autism__18__seg5,long_gap,medium,0,STRATUS-H,2.735479423970119,21.909354557447116,0.8663366336633663,0.0,,0.6318151242533698,0.9580645161290322,,,1.0,1.0,0.8632932134608007
Autism,18,Autism__18__seg5,jitter,medium,0,Pointwise-D,2.770715333162165,19.43751593798162,1.0,,,0.8012601232482816,0.996996996996997,0.0,0.0,1.0,,0.5994190400817595
Autism,18,Autism__18__seg5,jitter,medium,0,STRATUS-D,2.4190073609963867,18.11631243207327,1.0,,,0.8924141817032645,0.996996996996997,0.0,0.0,1.0,,0.6298037262334205
Autism,18,Autism__18__seg5,jitter,medium,0,Hybrid-P,3.3175865330790355,20.739000831705265,1.0,,,0.6218868073333195,0.9429429429429428,0.3508281951375226,0.3508281951375226,1.0,,0.6385526484712617
Autism,18,Autism__18__seg5,jitter,medium,0,STRATUS-H,3.1184538824469485,20.622633953644467,1.0,,,0.6277312591720988,0.960960960960961,0.4676544636792085,0.4676544636792085,1.0,,0.6854488946040894
Autism,18,Autism__18__seg5,spike,medium,0,Pointwise-D,4.892517572124588,40.98622736939197,1.0,,,0.9310095785867888,0.9971671388101984,0.6923529832164637,0.6923529832164637,1.0,,0.8735099002044837
Autism,18,Autism__18__seg5,spike,medium,0,STRATUS-D,9.54952703607207,73.18029492137778,1.0,,,0.6873051464569773,0.9971671388101984,0.3987456536807664,0.3987456536807664,1.0,,0.6944059796493139
Autism,18,Autism__18__seg5,spike,medium,0,Hybrid-P,3.6551452409491954,23.819422177813607,1.0,,,0.5501352396662141,0.9291784702549576,0.9587798456359984,0.9587798456359984,1.0,,0.81269785185239
Autism,18,Autism__18__seg5,spike,medium,0,STRATUS-H,3.7260550036863713,23.83435874359657,1.0,,,0.5390866490595194,0.9348441926345608,0.9587798456359984,0.9587798456359984,1.0,,0.8109035624433596
Autism,18,Autism__18__seg5,mixed,medium,0,Pointwise-D,10.535427076565227,46.00817714008145,0.8663366336633663,0.0,1.0,0.9805304415272194,0.996124031007752,0.8622226444807005,0.8622226444807005,1.0,1.0,0.9677754234031344
Autism,18,Autism__18__seg5,mixed,medium,0,STRATUS-D,15.1932385166848,81.56905930104637,0.8663366336633663,0.0,1.0,0.9805304415272194,0.992248062015504,0.6388766996850663,0.6388766996850663,1.0,1.0,0.9223310406455578
Autism,18,Autism__18__seg5,mixed,medium,0,Hybrid-P,11.445382018985784,47.522918422487415,0.8663366336633663,0.0,1.0,0.5738639041065995,0.9418604651162792,0.9361603035240946,0.9361603035240946,1.0,1.0,0.8903769345493947
Autism,18,Autism__18__seg5,mixed,medium,0,STRATUS-H,11.224831824589891,47.48786382107723,0.8663366336633663,0.0,1.0,0.5874564444441577,0.9728682170542636,0.9411100258245496,0.9411100258245496,1.0,1.0,0.9002869374645941
Autism,18,Autism__18__seg5,short_gap,high,0,Pointwise-D,8.867926594108555,39.13574989448309,1.0,,1.0,0.8183260674003446,0.9970760233918128,,,1.0,,0.9384673635973858
Autism,18,Autism__18__seg5,short_gap,high,0,STRATUS-D,8.479947582338815,38.4892468773039,1.0,,1.0,0.932558959323837,0.9970760233918128,,,1.0,,0.97654499423855
Autism,18,Autism__18__seg5,short_gap,high,0,Hybrid-P,10.252097873639263,40.56323021424032,1.0,,1.0,0.5465243981212274,0.932748538011696,,,1.0,,0.8264243120443077
Autism,18,Autism__18__seg5,short_gap,high,0,STRATUS-H,10.177612717660756,40.53784765559478,1.0,,1.0,0.5514545104414044,0.9415204678362572,,,1.0,,0.8309916594258873
Autism,18,Autism__18__seg5,long_gap,high,0,Pointwise-D,1.4290839600941103,19.487497764164537,0.801980198019802,0.0,,0.8532508036998712,0.9964788732394366,,,1.0,1.0,0.9499098923131024
Autism,18,Autism__18__seg5,long_gap,high,0,STRATUS-D,0.9905345133194976,17.829621239750953,0.801980198019802,0.0,,0.9440209618778916,0.9964788732394366,,,1.0,1.0,0.980166611705776
Autism,18,Autism__18__seg5,long_gap,high,0,Hybrid-P,3.1313492353752785,22.843350779105016,0.801980198019802,0.0,,0.6237902890113107,0.9366197183098592,,,1.0,1.0,0.85347000244039
Autism,18,Autism__18__seg5,long_gap,high,0,STRATUS-H,2.820915606576852,22.751100645060717,0.801980198019802,0.0,,0.6413360413381715,0.9753521126760564,,,1.0,1.0,0.8722293846714093
Autism,18,Autism__18__seg5,jitter,high,0,Pointwise-D,3.355056853465817,20.15692047750265,1.0,,,0.8012601232482816,0.996996996996997,0.0,0.0,1.0,,0.5994190400817595
Autism,18,Autism__18__seg5,jitter,high,0,STRATUS-D,3.003348881300038,18.886111125204373,1.0,,,0.8924141817032645,0.996996996996997,0.0,0.0,1.0,,0.6298037262334205
Autism,18,Autism__18__seg5,jitter,high,0,Hybrid-P,3.504662114956864,20.84938761999771,1.0,,,0.6233547794617467,0.945945945945946,0.4556888636104956,0.4556888636104956,1.0,,0.6749965296727295
Autism,18,Autism__18__seg5,jitter,high,0,STRATUS-H,3.348587701802181,20.78832594963153,1.0,,,0.6317730423144264,0.96996996996997,0.4871590824387468,0.4871590824387468,1.0,,0.6963006982410477
Autism,18,Autism__18__seg5,spike,high,0,Pointwise-D,5.929078233940792,50.69388938321591,1.0,,,0.9996083307573356,0.994269340974212,0.7715269377235014,0.7715269377235014,1.0,,0.9218015364850164
Autism,18,Autism__18__seg5,spike,high,0,STRATUS-D,10.83705343124749,86.55064693092366,1.0,,,0.9996083307573356,0.994269340974212,0.5821395284614986,0.5821395284614986,1.0,,0.8586724000643488
Autism,18,Autism__18__seg5,spike,high,0,Hybrid-P,2.729544512877069,20.434003905438782,1.0,,,0.64485726950381,0.9340974212034384,0.9958255462659588,0.9958255462659588,1.0,,0.8582600789910689
Autism,18,Autism__18__seg5,spike,high,0,STRATUS-H,2.8928836926304617,20.495929839475217,1.0,,,0.628789932133374,0.9312320916905444,0.9958255462659588,0.9958255462659588,1.0,,0.8519491900299592
Autism,18,Autism__18__seg5,mixed,high,0,Pointwise-D,19.68170945502233,81.7666674787178,0.801980198019802,0.0,1.0,0.937049002135957,0.9955156950672646,0.7932959078171389,0.7932959078171389,1.0,1.0,0.945172121004072
Autism,18,Autism__18__seg5,mixed,high,0,STRATUS-D,24.123817083581343,111.0646076140428,0.801980198019802,0.0,1.0,0.3131186947981472,0.9955156950672646,0.7022919922158946,0.7022919922158946,1.0,1.0,0.8021852764162614
Autism,18,Autism__18__seg5,mixed,high,0,Hybrid-P,15.558411334873702,47.96828207089983,0.801980198019802,0.0,1.0,0.351116741968686,0.9461883408071748,0.9515271025901826,0.9515271025901826,1.0,1.0,0.8497664370732085
Autism,18,Autism__18__seg5,mixed,high,0,STRATUS-H,15.152285071567896,47.806751637810336,0.801980198019802,0.0,1.0,0.3882097204848543,0.9551569506726456,0.953016311280336,0.953016311280336,1.0,1.0,0.8592765964875673
Autism,18,Autism__18__seg5,short_gap,low,1,Pointwise-D,1.2795872911568325,17.74553577927865,1.0,,1.0,0.944224226482274,0.9971671388101984,,,1.0,,0.980463788430824
Autism,18,Autism__18__seg5,short_gap,low,1,STRATUS-D,1.2795872911568325,17.74553577927865,1.0,,1.0,0.944224226482274,0.9971671388101984,,,1.0,,0.980463788430824
Autism,18,Autism__18__seg5,short_gap,low,1,Hybrid-P,3.275436439158684,22.35630038056756,1.0,,1.0,0.6062929009880972,0.9376770538243626,,,1.0,,0.8479899849374867
Autism,18,Autism__18__seg5,short_gap,low,1,STRATUS-H,3.3021073506826544,22.328241405186706,1.0,,1.0,0.5988280175083389,0.9376770538243626,,,1.0,,0.8455016904442338
Autism,18,Autism__18__seg5,long_gap,low,1,Pointwise-D,1.2446860297593867,18.186834449345213,0.9207920792079208,0.0,,0.8532508036998712,0.9969879518072288,,,1.0,1.0,0.9500795851690332
Autism,18,Autism__18__seg5,long_gap,low,1,STRATUS-D,0.8627236083750461,16.639610364865206,0.9207920792079208,0.0,,0.9440209618778916,0.9969879518072288,,,1.0,1.0,0.9803363045617068
Autism,18,Autism__18__seg5,long_gap,low,1,Hybrid-P,2.740548646416276,21.321678081746438,0.9207920792079208,0.0,,0.6214494701541352,0.9457831325301204,,,1.0,1.0,0.855744200894752
Autism,18,Autism__18__seg5,long_gap,low,1,STRATUS-H,2.686384028651875,21.2707287817928,0.9207920792079208,0.0,,0.6268475324100572,0.9427710843373494,,,1.0,1.0,0.856539538915802
Autism,18,Autism__18__seg5,jitter,low,1,Pointwise-D,2.166157931850796,18.994286333626604,1.0,,,0.8012601232482816,0.996996996996997,0.0,0.0,1.0,,0.5994190400817595
Autism,18,Autism__18__seg5,jitter,low,1,STRATUS-D,1.7769148111701658,17.623775790729077,1.0,,,0.8964791582699642,0.996996996996997,0.0,0.0,1.0,,0.6311587184223204
Autism,18,Autism__18__seg5,jitter,low,1,Hybrid-P,2.998812017089859,20.558649332367605,1.0,,,0.6218868073333195,0.951951951951952,0.1824623484792131,0.1824623484792131,1.0,,0.5854337025881615
Autism,18,Autism__18__seg5,jitter,low,1,STRATUS-H,2.7990344699432512,20.48067443690045,1.0,,,0.6398191199641153,0.978978978978979,0.1576542830609731,0.1576542830609731,1.0,,0.5921507940013558
Autism,18,Autism__18__seg5,spike,low,1,Pointwise-D,2.940951094128598,26.165974049605254,1.0,,,0.9408628711951236,0.9916434540389972,0.5484719026144305,0.5484719026144305,1.0,,0.8269927426161837
Autism,18,Autism__18__seg5,spike,low,1,STRATUS-D,5.523120778369834,46.16963246750496,1.0,,,0.9408628711951236,0.9916434540389972,0.0,0.0,1.0,,0.6441687750780402
Autism,18,Autism__18__seg5,spike,low,1,Hybrid-P,3.5062618857648635,23.586120703646724,1.0,,,0.53065469615177,0.947075208913649,0.975334739643537,0.975334739643537,1.0,,0.8176882149029853
Autism,18,Autism__18__seg5,spike,low,1,STRATUS-H,3.207317653000865,23.367635597062268,1.0,,,0.5497872275199539,0.9665738161559888,0.975334739643537,0.975334739643537,1.0,,0.8305652611064932
Autism,18,Autism__18__seg5,mixed,low,1,Pointwise-D,5.360025746709015,29.638720681604077,0.9207920792079208,0.0,1.0,0.9994447674827136,1.0,0.4222327833042899,0.4222327833042899,1.0,1.0,0.8843355101574006
Autism,18,Autism__18__seg5,mixed,low,1,STRATUS-D,7.774555200246803,44.522455220687526,0.9207920792079208,0.0,1.0,0.9110616614016904,1.0,0.0,0.0,1.0,1.0,0.782212332280338
Autism,18,Autism__18__seg5,mixed,low,1,Hybrid-P,6.189230242046138,27.41713241456603,0.9207920792079208,0.0,1.0,0.5945798924958392,0.9230769230769232,0.8907979160462909,0.8907979160462909,1.0,1.0,0.8816909463238108
Autism,18,Autism__18__seg5,mixed,low,1,STRATUS-H,6.069825931313679,27.40299239305404,0.9207920792079208,0.0,1.0,0.6007670097168986,0.965034965034965,0.8866398012634791,0.8866398012634791,1.0,1.0,0.8904883552030686
Autism,18,Autism__18__seg5,short_gap,medium,1,Pointwise-D,7.819141770322354,42.82222499437528,1.0,,1.0,0.8192022725525862,0.997134670487106,,,1.0,,0.9387789810132308
Autism,18,Autism__18__seg5,short_gap,medium,1,STRATUS-D,7.431162758552614,42.2321933937537,1.0,,1.0,0.932884224409848,0.997134670487106,,,1.0,,0.9766729649656516
Autism,18,Autism__18__seg5,short_gap,medium,1,Hybrid-P,9.155867850070008,44.12654217446333,1.0,,1.0,0.5479509734398236,0.9398280802292264,,,1.0,,0.8292596845563499
Autism,18,Autism__18__seg5,short_gap,medium,1,STRATUS-H,9.128827893874554,44.10729107770706,1.0,,1.0,0.5536178250311318,0.9426934097421203,,,1.0,,0.8321037449244174
Autism,18,Autism__18__seg5,long_gap,medium,1,Pointwise-D,1.3229234373442624,18.749710275178348,0.8663366336633663,0.0,,0.8532508036998712,0.9967741935483873,,,1.0,1.0,0.9500083324160862
